Date,Open,High,Low,Close,Volume,RSI14,MACD,MACD_SIGNAL,MACD_HIST,BB_MID_20,BB_UPPER_20_2,BB_LOWER_20_2,ATR14,P,R1,S1,R2,S2,pivot_high,pivot_low,ph_price,pl_price
2020-09-23 00:00:00+05:30,523.0,527.5,517.1749877929688,523.625,16079828,0.0,0.0,0.0,0.0,,,,10.32501220703125,,,,,,False,False,,
2020-09-24 00:00:00+05:30,519.0,523.5,512.5,515.2000122070312,19809510,0.0,-0.6720787982994807,-0.13441575965989613,-0.5376630386395845,,,,10.382154192243304,522.7666625976562,528.3583374023438,518.0333251953125,533.0916748046875,512.441650390625,False,False,,
2020-09-25 00:00:00+05:30,525.0,525.9749755859375,512.8250122070312,522.0,20321544,5.84568904634429,-0.6485280750404172,-0.23723822273600037,-0.41128985230441684,,,,10.579854848433515,517.0666707356771,521.6333414713542,510.63334147135424,528.0666707356771,506.0666707356771,False,False,,
2020-09-28 00:00:00+05:30,524.4749755859375,529.5,521.3250122070312,527.0999755859375,16152422,10.090757482732457,-0.21585036107273936,-0.23296065040334818,0.01711028933060882,,,,10.408078630186031,520.2666625976562,527.7083129882812,514.558349609375,533.4166259765625,507.11669921875,False,False,,
2020-09-29 00:00:00+05:30,529.0,534.9500122070312,525.5,531.2750244140625,12644446,13.527908357360914,0.4586543112147865,-0.09463765807972126,0.5532919692945077,,,,10.339645314246404,525.9749959309896,530.624979654948,522.4499918619792,534.1499837239584,517.8000081380209,False,False,,
2020-09-30 00:00:00+05:30,530.0,543.4500122070312,526.0,539.2999877929688,18813842,19.86895905340539,1.6220535768660511,0.24870058890943325,1.373352987956618,,,,10.847528663731037,530.5750122070312,535.6500244140625,526.2000122070312,540.0250244140625,521.125,False,False,,
2020-10-01 00:00:00+05:30,545.0499877929688,555.0,545.0499877929688,553.4749755859375,21203080,29.678282365179484,3.6458320439594445,0.9281268799194355,2.7177051640400087,,,,11.194134631109623,536.25,546.5,529.0499877929688,553.7000122070312,518.7999877929688,False,False,,
2020-10-05 00:00:00+05:30,556.0,566.0,555.5,557.1749877929688,16940126,32.01765576520522,5.485023189462936,1.8395061418281358,3.6455170476348,,,,11.28919818703483,551.1749877929688,557.2999877929688,547.3499755859375,561.125,541.2249755859375,False,False,,
2020-10-06 00:00:00+05:30,567.5250244140625,574.0,563.0999755859375,572.0499877929688,19371990,40.57635673945382,8.050087212983158,3.0816223560591403,4.968464856924017,,,,11.68461347417743,559.5583292643229,563.6166585286458,553.1166585286458,570.0583292643229,549.0583292643229,False,False,,
2020-10-07 00:00:00+05:30,572.4500122070312,582.4249877929688,568.7999877929688,581.125,21248778,45.11610304638785,10.691946470569974,4.603687178961307,6.088259291608667,,,,11.823212511736186,569.7166544596354,576.3333333333333,565.4333089192708,580.6166788736979,558.8166300455729,False,False,,
2020-10-08 00:00:00+05:30,590.0,601.5,581.6749877929688,595.9000244140625,35060674,51.59930538771143,13.81856810460954,6.446663364090954,7.371904740518586,,,,12.4340544751836,577.4499918619791,586.0999959309895,572.4749959309895,591.0749918619791,563.8249918619791,False,False,,
2020-10-09 00:00:00+05:30,600.5,618.5,595.8250122070312,616.7750244140625,44972388,58.97317573718395,17.77596604461644,8.712523900196052,9.063442144420387,,,,13.165549712168254,593.0250040690104,604.375020345052,584.5500081380208,612.8500162760416,573.1999918619791,False,False,,
2020-10-12 00:00:00+05:30,615.7750244140625,621.375,602.7999877929688,606.8250122070312,19220546,54.695779054054896,19.88018321705681,10.946055763568204,8.934127453488607,,,,13.551939890372754,610.3666788736979,624.9083455403645,602.2333577473958,633.0416666666666,587.6916910807291,True,False,621.375,
