level,touches
1091.5333251953125,3
1243.2166341145833,3
1262.75,3
1305.7625122070312,4
1320.1000162760417,3
1353.25,3
1366.7750040690105,6
1377.683349609375,3
1414.3062591552734,8
1427.930029296875,5
1444.1699951171875,5
1467.6666666666667,3
1483.2777777777778,9
1539.9000069754463,7
1562.8625183105469,4
1575.2250061035156,4
1637.0500081380208,3
1662.5833536783855,6
1678.0999755859375,4
1710.6833089192708,3
1836.3999938964844,4
1869.8500162760417,3
