Date,Open,High,Low,Close,Volume,RSI14,MACD,MACD_SIGNAL,MACD_HIST,BB_MID_20,BB_UPPER_20_2,BB_LOWER_20_2,BB_WIDTH_20,ATR14,P,R1,S1,R2,S2,pivot_high,pivot_low,ph_price,pl_price,EMA5,EMA10,STOCH_K,STOCH_D,OBV,SMA50,MFI14,ADX14,RSI28,SMA100,SMA200,EMA100,CCI50,CMF50,BB_UPPER_100,BB_LOWER_100,BB_WIDTH_100
2020-10-05 00:00:00+05:30,556.0,566.0,555.5,557.1749877929688,16940126,0.0,0.0,0.0,0.0,,,,,10.5,,,,,,False,False,,,557.1749877929688,557.1749877929688,,,0.0,,50.0,0.0,0.0,,,557.1749877929688,0.0,0.0,,,
2020-10-06 00:00:00+05:30,567.5250244140625,574.0,563.0999755859375,572.0499877929688,19371990,0.0,1.1866096866096996,0.23732193732193993,0.9492877492877596,,,,,10.951786586216517,559.5583292643229,563.6166585286458,553.1166585286458,570.0583292643229,549.0583292643229,False,False,,,562.1333211263021,559.8795332475142,,,19371990.0,,50.0,0.0,0.0,,,557.4695422484143,0.0,0.0,,,
2020-10-07 00:00:00+05:30,572.4500122070312,582.4249877929688,568.7999877929688,581.125,21248778,0.0,2.826699620706904,0.7551974739989329,2.0715021467079713,,,,,11.142730401486766,569.7166544596354,576.3333333333333,565.4333089192708,580.6166788736979,558.8166300455729,False,False,,,568.463880750868,563.7423453843298,,,40620768.0,,50.0,0.0,0.0,,,557.9379671543863,0.0,0.0,,,
2020-10-08 00:00:00+05:30,590.0,601.5,581.6749877929688,595.9000244140625,35060674,0.0,5.258091691896766,1.6557763175784994,3.6023153743182665,,,,,11.802178229951997,577.4499918619791,586.0999959309895,572.4749959309895,591.0749918619791,563.8249918619791,False,False,,,577.6092619719328,569.5891961170084,,,75681442.0,,50.0,0.0,0.0,,,558.6896910605185,0.0,0.0,,,
2020-10-09 00:00:00+05:30,600.5,618.5,595.8250122070312,616.7750244140625,44972388,0.0,8.768349392209075,3.0782909325046144,5.69005845970446,,,,,12.578807484453193,593.0250040690104,604.375020345052,584.5500081380208,612.8500162760416,573.1999918619791,False,False,,,590.6645161193094,578.1684376255637,,,120653830.0,,50.0,0.0,0.0,,,559.8398956813808,0.0,0.0,,,
2020-10-12 00:00:00+05:30,615.7750244140625,621.375,602.7999877929688,606.8250122070312,19220546,95.12651928117798,10.624893917052873,4.587611529414266,6.037282387638607,,,,,13.007107821780197,610.3666788736979,624.9083455403645,602.2333577473958,633.0416666666666,587.6916910807291,True,False,621.375,,596.05134814855,583.3787239131033,,,101433284.0,,50.0,0.0,97.58534277620728,,,560.7702940284233,0.0,0.0,,,
2020-10-13 00:00:00+05:30,606.7000122070312,611.2249755859375,597.5,599.2249755859375,18353952,91.46005494542462,11.35209945344377,5.940509114220167,5.411590339223603,,,,,13.058384090648577,610.3333333333334,617.866678873698,599.2916666666667,628.9083455403646,591.7583211263021,False,False,,,597.1092239610125,586.2598605808913,,,83079332.0,,50.0,0.0,95.75387953752201,,,561.5317728711464,0.0,0.0,,,
2020-10-14 00:00:00+05:30,597.7750244140625,607.1500244140625,587.75,605.75,22582918,91.7539177771086,12.312993494148827,7.215005990205899,5.097987503942928,,,,,13.511358399463857,602.6499837239584,607.7999674479167,594.0749918619792,616.3749593098959,588.9250081380209,False,False,,,599.989482640675,589.8035222934565,,,105662250.0,,50.0,0.0,95.82366574345147,,,562.4073813291435,0.0,0.0,,,
2020-10-15 00:00:00+05:30,607.0999755859375,608.5,582.0,584.625,28246896,81.92500827012258,11.24032650616391,8.020070093397502,3.2202564127664086,,,,,14.439118513787868,600.2166748046875,612.683349609375,593.2833251953125,619.61669921875,580.816650390625,False,True,,582.0,594.8679884271166,588.8619727855553,,,77415354.0,,50.0,0.0,90.81257671006674,,,562.847334174111,0.0,0.0,,,
2020-10-16 00:00:00+05:30,590.0,601.75,586.5,599.6749877929688,25822848,83.29772364545691,11.472391835174108,8.710534441752824,2.761857393421284,,,,,14.630967191374449,591.7083333333334,601.4166666666667,574.9166666666667,618.2083333333334,565.2083333333334,False,False,,,596.4703215490673,590.8279755141759,,,103238202.0,,50.0,0.0,91.15433838326894,,,563.5765946418111,0.0,0.0,,,
2020-10-19 00:00:00+05:30,617.5,617.5,596.2999877929688,601.7750244140625,42359556,83.48618624488415,11.69099418140695,9.30662638968365,2.3843677917232995,,,,,15.100184692492792,595.9749959309896,605.4499918619792,590.1999918619792,611.2249959309896,580.7249959309896,False,False,,,598.2385558373991,592.8183480414281,,,145597758.0,,50.0,0.0,91.20169857539298,,,564.3329991917567,0.0,0.0,,,
2020-10-20 00:00:00+05:30,603.75,613.7000122070312,602.9500122070312,611.9749755859375,27411978,84.4065262359838,12.542704441523597,9.95384200005164,2.5888624414719565,,,,,14.87338491395536,605.1916707356771,614.0833536783855,592.8833414713542,626.3916829427084,583.9916585286459,False,False,,,602.8173624202452,596.3013712313389,,,173009736.0,,50.0,0.0,91.43274037237465,,,565.2764046649088,0.0,0.0,,,
2020-10-21 00:00:00+05:30,615.2999877929688,625.5,610.8499755859375,623.3499755859375,35640752,85.38476466602842,13.974469409517837,10.75796748194488,3.216501927572958,,,,,14.857430592534442,609.5416666666666,616.133321126302,605.383321126302,620.2916666666666,598.7916666666666,True,False,625.5,,609.6615668088093,601.2192992958113,,,208650488.0,,50.0,0.0,91.68525595402406,,,566.4263763663153,0.0,0.0,,,
2020-10-22 00:00:00+05:30,619.9749755859375,625.0,611.5,616.6500244140625,21913060,82.11707913462885,14.402500337574338,11.486874053070771,2.915626284503567,,,,,14.760471264496267,619.8999837239584,628.9499918619792,614.2999674479167,634.5500081380209,605.2499593098959,False,False,,,611.991052677227,604.0248856809479,87.357177734375,,186737428.0,,69.44727056325105,0.0,90.06377849320101,,,567.420904050429,0.0,0.0,,,
2020-10-23 00:00:00+05:30,621.75,624.2249755859375,615.5999755859375,617.9000244140625,15866230,82.25353580353261,14.673436246022334,12.124186491661085,2.5492497543612487,,,,,14.322223317032249,617.7166748046875,623.933349609375,610.433349609375,631.2166748046875,604.2166748046875,False,False,,,613.9607099228389,606.5476381778778,87.82055671083236,,202603658.0,,70.76502570788902,0.0,90.09766149083912,,,568.4204905922832,0.0,0.0,,,
2020-10-26 00:00:00+05:30,614.9000244140625,621.0,602.2999877929688,605.4500122070312,19571976,76.0306813859975,13.72532595554435,12.444414384437739,1.2809115711066106,,,,,14.63492252346075,619.2416585286459,622.8833414713542,614.2583414713542,627.8666585286459,610.6166585286459,False,False,,,611.1238106842363,606.348069819542,64.63847711397425,79.93873718639388,183031682.0,,65.66238193731692,0.0,87.03220893667252,,,569.1537484460405,0.0,0.0,,,
2020-10-27 00:00:00+05:30,613.0,618.0,598.9249877929688,616.5499877929688,24317780,77.65388856514558,13.711558669796887,12.697843241509569,1.013715428287318,,,,,14.95207178657293,609.5833333333334,616.866678873698,598.1666666666667,628.2833455403646,590.8833211263021,False,False,,,612.9325363871471,608.2029639965288,79.57784434890513,77.34562605790391,207349462.0,,66.04719027571824,0.0,87.42770499220784,,,570.0922878390489,0.0,0.0,,,
2020-10-28 00:00:00+05:30,614.0,616.0,600.75,604.7999877929688,16571186,72.08862740310867,12.60719331862947,12.67971325693355,-0.07251993830407955,,,,,15.012637215601202,611.1583251953125,623.3916625976562,604.316650390625,630.2333374023438,592.0833129882812,False,False,,,610.2216868557543,607.584241050427,52.41376504130747,65.54336216806229,190778276.0,,59.83331799974882,0.0,84.5954442191987,,,570.7795690262552,0.0,0.0,,,
2020-10-29 00:00:00+05:30,600.2999877929688,602.2249755859375,589.25,593.5999755859375,23060024,67.14865023953342,10.704829823921727,12.284736570331185,-1.579906746409458,,,,,15.051019399698884,607.1833292643229,613.6166585286458,598.3666585286458,622.4333292643229,591.9333292643229,False,False,,,604.6811164324821,605.0416473296107,26.666610542385058,52.88607331086589,167718252.0,,50.532948179393856,0.0,81.9705201405457,,,571.2314582650608,0.0,0.0,,,
2020-10-30 00:00:00+05:30,591.2750244140625,599.6500244140625,588.1749877929688,591.7750244140625,11522716,66.35079926476513,8.946801581321097,11.617149572529168,-2.6703479912080716,600.1475006103516,633.5844113595701,566.710589861133,66.87382149843711,14.795592058369946,595.0249837239584,600.7999674479167,587.8249918619792,607.9999593098959,582.0500081380209,False,True,,588.1749877929688,600.3790857596756,602.6295340722382,22.4713204920977,33.85056535859675,156195536.0,,51.75808976529291,0.0,81.54297365918141,,,571.63826155514,0.0,0.0,,,
2020-11-02 00:00:00+05:30,597.1749877929688,612.5,588.75,607.625,21926080,69.71634024263838,8.731856690625364,11.040090996148407,-2.308234305523044,602.6700012207032,629.3952867239423,575.9447157174641,53.450571006478185,15.435192625629236,593.2000122070312,598.2250366210938,586.75,604.675048828125,581.7249755859375,False,False,,,602.7943905064504,603.5378006045586,58.9080459770115,36.015325670498086,178121616.0,,57.688241694639636,0.0,82.37114713031174,,,572.3508702372164,0.0,0.0,,,
2020-11-03 00:00:00+05:30,613.2249755859375,625.375,612.75,623.9749755859375,28164230,72.74468007073114,9.76821579234172,10.78571595538707,-1.0175001630453497,605.2662506103516,629.4329989592904,581.0995022614127,48.33349669787776,15.600536009512863,602.9583333333334,617.1666666666667,593.4166666666667,626.7083333333334,579.2083333333334,False,False,,,609.8545855329461,607.2536506011729,96.49419674928161,59.2911877394636,206285846.0,,65.00315053730226,0.0,83.17857749882928,,,573.3731297490723,0.0,0.0,,,
2020-11-04 00:00:00+05:30,626.0,632.4000244140625,615.0,628.7000122070312,23404822,73.56732076558478,10.845785351296854,10.797729834569028,0.048055516727826486,607.6450012207031,631.1635171494355,584.1264852919707,47.037031857464854,15.729070895552123,620.6999918619791,628.6499837239583,616.0249837239583,633.3249918619791,608.0749918619791,False,False,,,616.1363944243078,611.1529890749654,91.93897551414446,82.44707274681252,229690668.0,,72.76610413980279,0.0,83.40635206886628,,,574.4687115799229,0.0,0.0,,,
2020-11-05 00:00:00+05:30,633.0,638.0,626.1749877929688,634.5999755859375,21433928,74.59830134719408,12.037088661601274,11.045601599975477,0.9914870616257971,609.5799987792968,635.2953010489135,583.8646965096801,51.4306045392334,15.450209560657775,625.3666788736979,635.7333577473958,618.3333333333333,642.7667032877604,607.9666544596354,False,False,,,622.2909214781844,615.4160775315057,93.17606907965255,93.86974711435954,251124596.0,,72.52277785042428,0.0,83.69229137822015,,,575.6594296790519,0.0,0.0,,,
2020-11-06 00:00:00+05:30,633.125,655.0,632.75,653.8250122070312,35705724,77.65648361338212,14.366892311395873,11.709859742259557,2.657032569136316,611.4324981689454,643.80624452044,579.0587518174507,64.74749270298935,15.935908877753649,632.9249877929688,639.6749877929688,627.8499755859375,644.75,621.0999755859375,False,False,,,632.8022850544667,622.3995201997831,98.24169460780867,94.45224640053523,286830320.0,,72.17830990922806,0.0,84.58963161129873,,,577.2072629964376,0.0,0.0,,,
2020-11-09 00:00:00+05:30,657.5999755859375,672.9749755859375,657.5999755859375,670.2750244140625,26288440,79.8877202823623,17.340763468788623,12.83604048756537,4.504722981223253,614.6049987792969,656.2000419215076,573.0099556370863,83.19008628442134,16.16548419926455,647.1916707356771,661.6333414713542,639.3833414713542,669.4416707356771,624.9416707356771,False,False,,,645.2931981743319,631.104157329652,96.81609485785933,96.07795284844019,313118760.0,,72.29161494816135,0.0,85.30704056506103,,,579.0501889651034,0.0,0.0,,,
2020-11-10 00:00:00+05:30,678.5,697.5,675.7750244140625,696.8250122070312,41517356,82.86232231940446,21.591051709845487,14.587042732021395,7.004008977824093,619.4850006103516,674.2870334265044,564.6829677941987,109.60406563230572,16.955447869741192,666.9499918619791,676.3000081380208,660.9250081380208,682.3249918619791,651.5749918619791,False,False,,,662.470469518565,643.0534036709937,99.38258612613689,98.14679186393495,354636116.0,,73.16074358173425,35.02640050871553,86.36914957377694,,,581.3823636827653,0.0,0.0,,,
