Date,Open,High,Low,Close,Volume,RSI14,MACD,MACD_SIGNAL,MACD_HIST,BB_MID_20,BB_UPPER_20_2,BB_LOWER_20_2,ATR14,P,R1,S1,R2,S2,pivot_high,pivot_low,ph_price,pl_price
2020-09-23 00:00:00+05:30,1020.1500244140625,1037.0,1008.0999755859375,1019.75,13486204,0.0,0.0,0.0,0.0,,,,28.9000244140625,,,,,,False,False,,
2020-09-24 00:00:00+05:30,1003.0,1009.0,970.0,975.4000244140625,14427432,0.0,-3.537889790331178,-0.7075779580662357,-2.8303118322649423,,,,30.389308384486608,1021.6166585286459,1035.1333414713542,1006.2333170572917,1050.5166829427085,992.7166341145834,False,False,,
2020-09-25 00:00:00+05:30,975.7999877929688,1014.9000244140625,975.0,1011.4500122070312,13311078,5.884754683075826,-3.393640431290237,-1.244790452711036,-2.148849978579201,,,,31.06864524374203,984.8000081380209,999.6000162760417,960.6000162760417,1023.8000081380209,945.8000081380209,False,False,,
2020-09-28 00:00:00+05:30,1014.7999877929688,1016.1500244140625,998.5,1010.4000244140625,8554526,5.873912427457071,-3.3257102966512093,-1.660974421499071,-1.6647358751521384,,,,30.11017232733635,1000.4500122070312,1025.9000244140625,986.0,1040.3500366210938,960.5499877929688,False,False,,
2020-09-29 00:00:00+05:30,1018.0,1028.0,1004.0999755859375,1009.0,8708463,5.858413297199121,-3.3462717079942195,-1.9980338787981007,-1.3482378291961188,,,,29.666590333531076,1008.3500162760416,1018.2000325520833,1000.5500081380208,1026.000040690104,990.6999918619791,True,False,1028.0,
2020-09-30 00:00:00+05:30,1009.0,1023.9500122070312,1005.0,1008.25,8048817,5.84950879599964,-3.384075985166305,-2.2752423000717417,-1.1088336850945635,,,,28.901120467352516,1013.6999918619791,1023.3000081380208,999.3999837239583,1037.6000162760415,989.7999674479166,False,False,,
2020-10-01 00:00:00+05:30,1020.5999755859375,1026.5,1011.75,1017.6500244140625,5563358,7.742222726396548,-2.6252702549323885,-2.345247891043871,-0.2800223638885173,,,,28.14032614825591,1012.4000040690104,1019.8000081380208,1000.8499959309895,1031.3500162760415,993.4499918619791,False,False,,
2020-10-05 00:00:00+05:30,1018.0499877929688,1054.9000244140625,1018.0499877929688,1048.699951171875,14212509,13.899442213641436,0.4760705030528243,-1.7809842122245323,2.2570547152773566,,,,28.791017137666202,1018.6333414713541,1025.5166829427083,1010.7666829427083,1033.383341471354,1003.8833414713541,False,False,,
2020-10-06 00:00:00+05:30,1055.0,1060.0,1031.3499755859375,1055.75,9090819,15.28196954885236,3.462867635876819,-0.7322138426042621,4.195081478481081,,,,28.780946228837365,1040.5499877929688,1063.0499877929688,1026.199951171875,1077.4000244140625,1003.699951171875,False,False,,
2020-10-07 00:00:00+05:30,1044.9000244140625,1072.0,1035.5,1066.550048828125,9284008,17.46825599221934,6.625030337217595,0.7392349933601093,5.8857953438574855,,,,29.33230721249184,1049.0333251953125,1066.7166748046875,1038.066650390625,1077.683349609375,1020.38330078125,False,False,,
2020-10-08 00:00:00+05:30,1090.0,1124.0,1088.4000244140625,1093.699951171875,21482613,22.85778196508383,11.192813491476272,2.829950692983342,8.36286279849293,,,,31.340710352447783,1058.0166829427083,1080.5333658854165,1044.0333658854165,1094.5166829427083,1021.5166829427083,False,False,,
2020-10-09 00:00:00+05:30,1095.0999755859375,1113.300048828125,1088.449951171875,1106.800048828125,10567867,25.389528791800046,15.689029582160629,5.401766470818799,10.28726311134183,,,,30.87709515986223,1102.0333251953125,1115.6666259765625,1080.066650390625,1137.63330078125,1066.433349609375,False,False,,
2020-10-12 00:00:00+05:30,1123.0,1140.0,1112.0999755859375,1132.0999755859375,14633537,30.156921627892416,21.051141422127557,8.531641461080552,12.519499961047005,,,,31.04301344643457,1102.8500162760417,1117.2500813802085,1092.3999837239585,1127.7001139322917,1077.9999186197917,False,False,,
2020-10-13 00:00:00+05:30,1135.550048828125,1166.050048828125,1135.550048828125,1157.800048828125,17523825,34.720030983318296,27.062475442308823,12.237808257326208,14.824667184982616,,,,31.25066057470264,1128.066650390625,1144.0333251953125,1116.13330078125,1155.9666748046875,1100.1666259765625,False,False,,
2020-10-14 00:00:00+05:30,1162.0,1164.9000244140625,1131.0999755859375,1137.0,16649573,32.84943464336001,29.80454264057971,15.75115513397691,14.053387506602801,,,,31.43275973566138,1153.1333821614583,1170.7167154947915,1140.2167154947915,1183.6333821614583,1122.6333821614583,False,False,,
2020-10-15 00:00:00+05:30,1180.0,1186.0,1092.5,1108.25,44288251,30.410595906138113,29.319785686056093,18.46488124439275,10.854904441663344,,,,35.866134040256995,1144.3333333333333,1157.566691080729,1123.766642252604,1178.1333821614583,1110.5332845052083,True,True,1186.0,1092.5
2020-10-16 00:00:00+05:30,1113.8499755859375,1135.949951171875,1096.9000244140625,1127.5,18365685,33.9467172486066,30.1414742751208,20.800199850538363,9.341274424582437,,,,36.093547805796675,1128.9166666666667,1165.3333333333335,1071.8333333333335,1222.4166666666667,1035.4166666666667,False,False,,
2020-10-19 00:00:00+05:30,1135.0,1139.0,1115.300048828125,1125.9000244140625,12902123,33.7930156809429,30.314121421804884,22.70298416479167,7.611137257013215,,,,35.2082909033737,1120.1166585286458,1143.333292643229,1104.2833658854165,1159.1665852864583,1081.0667317708333,False,False,,
2020-10-20 00:00:00+05:30,1118.9000244140625,1144.699951171875,1110.0,1137.5,10448776,36.053621648483976,31.029280384930644,24.368243408819467,6.661036976111177,,,,35.171980922552365,1126.7333577473958,1138.1666666666665,1114.4667154947915,1150.4333089192708,1103.0334065755208,False,False,,
2020-10-21 00:00:00+05:30,1141.1500244140625,1154.3499755859375,1135.0,1148.3499755859375,19811433,38.17983855563374,32.10150519896524,25.914895766848623,6.186609432116619,1074.8900054931642,1192.299547720739,957.4804632655893,34.041837684222735,1130.7333170572917,1151.4666341145835,1116.7666829427085,1165.4332682291667,1096.0333658854167,False,False,,
