level,touches
1146.1499837239583,3
1306.0625,4
1446.4166463216145,6
1478.933349609375,3
1497.4833577473958,3
1512.5166829427083,3
1519.439990234375,5
1529.92998046875,5
1540.3999938964844,4
1553.6142752511162,7
1589.6785714285713,7
1611.2,5
1631.3624877929688,8
1647.5333251953125,3
1733.3,5
1756.5499877929688,4
1897.3333333333333,6
1951.6000162760417,3
1975.0874938964844,4
