level,touches
3160.6937561035156,8
3237.8045765269885,11
3269.866658528646,6
3313.1249389648438,4
3334.3333333333335,6
3365.3812255859375,8
3404.958292643229,6
3456.7999674479165,3
3490.9624633789062,4
3545.6499837239585,6
3576.3833821614585,3
3628.125,4
3684.36669921875,3
3881.7625122070312,4
3984.4124755859375,4
4133.299967447917,3
4149.75,4
4186.36669921875,3
4379.13330078125,3
4492.566569010417,3
