level,touches
682.4500122070312,4
690.9250081380209,3
700.2375030517578,4
712.4964338030134,7
717.6625061035156,4
722.4250081380209,3
730.7650024414063,5
735.4416910807291,3
739.45,5
743.8041687011719,6
748.5583292643229,3
757.475,5
767.1083374023438,3
779.71875,4
789.9250081380209,6
797.3107125418527,14
806.8500017438616,7
813.3291625976562,12
827.0666707356771,3
835.5625,4
959.8666788736979,3
983.9333292643229,3
